Début de période;Valeur;Consigne progressive;Consigne;Succès d'optimisation;Tarif;
2016-09-01 00:00:00;274,00;950,00;950,00;0,00;3;
2016-09-01 00:10:00;283,00;1600,00;1600,00;0,00;3;
2016-09-01 00:20:00;288,00;1600,00;1600,00;0,00;3;
2016-09-01 00:30:00;274,00;1600,00;1600,00;0,00;3;
2016-09-01 00:40:00;274,00;1600,00;1600,00;0,00;3;
2016-09-01 00:50:00;279,00;1600,00;1600,00;0,00;3;
2016-09-01 01:00:00;333,00;1600,00;1600,00;0,00;3;
2016-09-01 01:10:00;364,00;1600,00;1600,00;0,00;3;
2016-09-01 01:20:00;355,00;1600,00;1600,00;0,00;3;
2016-09-01 01:30:00;301,00;1600,00;1600,00;0,00;3;
2016-09-01 01:40:00;274,00;1600,00;1600,00;0,00;3;
2016-09-01 01:50:00;274,00;1600,00;1600,00;0,00;3;
2016-09-01 02:00:00;279,00;1600,00;1600,00;0,00;3;
2016-09-01 02:10:00;270,00;1600,00;1600,00;0,00;3;
2016-09-01 02:20:00;274,00;1600,00;1600,00;0,00;3;
2016-09-01 02:30:00;274,00;1600,00;1600,00;0,00;3;
2016-09-01 02:40:00;274,00;1600,00;1600,00;0,00;3;
2016-09-01 02:50:00;279,00;1600,00;1600,00;0,00;3;
2016-09-01 03:00:00;265,00;1600,00;1600,00;0,00;3;
2016-09-01 03:10:00;261,00;1600,00;1600,00;0,00;3;
2016-09-01 03:20:00;283,00;1600,00;1600,00;0,00;3;
2016-09-01 03:30:00;292,00;1600,00;1600,00;0,00;3;
2016-09-01 03:40:00;297,00;1600,00;1600,00;0,00;3;
2016-09-01 03:50:00;351,00;1600,00;1600,00;0,00;3;
2016-09-01 04:00:00;337,00;1600,00;1600,00;0,00;3;
2016-09-01 04:10:00;324,00;1600,00;1600,00;0,00;3;
2016-09-01 04:20:00;328,00;1600,00;1600,00;0,00;3;
2016-09-01 04:30:00;324,00;1600,00;1600,00;0,00;3;
2016-09-01 04:40:00;328,00;1600,00;1600,00;0,00;3;
2016-09-01 04:50:00;319,00;1600,00;1600,00;0,00;3;
2016-09-01 05:00:00;355,00;1600,00;1600,00;0,00;3;
2016-09-01 05:10:00;360,00;1600,00;1600,00;0,00;3;
2016-09-01 05:20:00;387,00;1600,00;1600,00;0,00;3;
2016-09-01 05:30:00;378,00;1600,00;1600,00;0,00;3;
2016-09-01 05:40:00;369,00;1600,00;1600,00;0,00;3;
2016-09-01 05:50:00;382,00;1600,00;1600,00;0,00;3;
2016-09-01 06:00:00;400,00;1600,00;1600,00;0,00;3;
2016-09-01 06:10:00;468,00;1600,00;1600,00;0,00;3;
2016-09-01 06:20:00;495,00;1600,00;1600,00;0,00;3;
2016-09-01 06:30:00;490,00;1200,00;1200,00;0,00;1;
2016-09-01 06:40:00;436,00;1200,00;1200,00;0,00;1;
2016-09-01 06:50:00;414,00;1200,00;1200,00;0,00;1;
2016-09-01 07:00:00;414,00;1200,00;1200,00;0,00;1;
2016-09-01 07:10:00;441,00;1200,00;1200,00;0,00;1;
2016-09-01 07:20:00;445,00;1200,00;1200,00;0,00;1;
2016-09-01 07:30:00;468,00;1200,00;1200,00;0,00;1;
2016-09-01 07:40:00;495,00;1200,00;1200,00;0,00;1;
2016-09-01 07:50:00;508,00;1200,00;1200,00;0,00;1;
2016-09-01 08:00:00;526,00;1200,00;1200,00;0,00;1;
2016-09-01 08:10:00;544,00;1200,00;1200,00;0,00;1;
2016-09-01 08:20:00;567,00;1200,00;1200,00;0,00;1;
2016-09-01 08:30:00;589,00;1200,00;1200,00;0,00;1;
2016-09-01 08:40:00;576,00;1200,00;1200,00;0,00;1;
2016-09-01 08:50:00;562,00;1200,00;1200,00;0,00;1;
2016-09-01 09:00:00;585,00;1000,00;1000,00;0,00;2;
2016-09-01 09:10:00;571,00;1000,00;1000,00;0,00;2;
2016-09-01 09:20:00;558,00;1000,00;1000,00;0,00;2;
2016-09-01 09:30:00;549,00;1000,00;1000,00;0,00;2;
2016-09-01 09:40:00;603,00;1000,00;1000,00;0,00;2;
2016-09-01 09:50:00;553,00;1000,00;1000,00;0,00;2;
2016-09-01 10:00:00;531,00;1000,00;1000,00;0,00;2;
2016-09-01 10:10:00;567,00;1000,00;1000,00;0,00;2;
2016-09-01 10:20:00;589,00;1000,00;1000,00;0,00;2;
2016-09-01 10:30:00;616,00;1000,00;1000,00;0,00;2;
2016-09-01 10:40:00;589,00;1000,00;1000,00;0,00;2;
2016-09-01 10:50:00;580,00;1000,00;1000,00;0,00;2;
2016-09-01 11:00:00;697,00;1000,00;1000,00;0,00;2;
2016-09-01 11:10:00;675,00;1000,00;1000,00;0,00;2;
2016-09-01 11:20:00;639,00;1000,00;1000,00;0,00;2;
2016-09-01 11:30:00;571,00;1000,00;1000,00;0,00;2;
2016-09-01 11:40:00;571,00;1000,00;1000,00;0,00;2;
2016-09-01 11:50:00;612,00;1000,00;1000,00;0,00;2;
2016-09-01 12:00:00;589,00;1000,00;1000,00;0,00;2;
2016-09-01 12:10:00;567,00;1000,00;1000,00;0,00;2;
2016-09-01 12:20:00;558,00;1000,00;1000,00;0,00;2;
2016-09-01 12:30:00;576,00;1200,00;1200,00;0,00;1;
2016-09-01 12:40:00;544,00;1200,00;1200,00;0,00;1;
2016-09-01 12:50:00;531,00;1200,00;1200,00;0,00;1;
2016-09-01 13:00:00;585,00;1200,00;1200,00;0,00;1;
2016-09-01 13:10:00;589,00;1200,00;1200,00;0,00;1;
2016-09-01 13:20:00;576,00;1200,00;1200,00;0,00;1;
2016-09-01 13:30:00;553,00;1200,00;1200,00;0,00;1;
2016-09-01 13:40:00;549,00;1200,00;1200,00;0,00;1;
2016-09-01 13:50:00;562,00;1200,00;1200,00;0,00;1;
2016-09-01 14:00:00;531,00;1200,00;1200,00;0,00;1;
2016-09-01 14:10:00;504,00;1200,00;1200,00;0,00;1;
2016-09-01 14:20:00;504,00;1200,00;1200,00;0,00;1;
2016-09-01 14:30:00;517,00;1200,00;1200,00;0,00;1;
2016-09-01 14:40:00;499,00;1200,00;1200,00;0,00;1;
2016-09-01 14:50:00;504,00;1200,00;1200,00;0,00;1;
2016-09-01 15:00:00;517,00;1200,00;1200,00;0,00;1;
2016-09-01 15:10:00;540,00;1200,00;1200,00;0,00;1;
2016-09-01 15:20:00;508,00;1200,00;1200,00;0,00;1;
2016-09-01 15:30:00;544,00;1200,00;1200,00;0,00;1;
2016-09-01 15:40:00;612,00;1200,00;1200,00;0,00;1;
2016-09-01 15:50:00;621,00;1200,00;1200,00;0,00;1;
2016-09-01 16:00:00;526,00;1200,00;1200,00;0,00;1;
2016-09-01 16:10:00;486,00;1200,00;1200,00;0,00;1;
2016-09-01 16:20:00;477,00;1200,00;1200,00;0,00;1;
2016-09-01 16:30:00;499,00;1200,00;1200,00;0,00;1;
2016-09-01 16:40:00;472,00;1200,00;1200,00;0,00;1;
2016-09-01 16:50:00;468,00;1200,00;1200,00;0,00;1;
2016-09-01 17:00:00;454,00;1200,00;1200,00;0,00;1;
2016-09-01 17:10:00;445,00;1200,00;1200,00;0,00;1;
2016-09-01 17:20:00;450,00;1200,00;1200,00;0,00;1;
2016-09-01 17:30:00;454,00;1200,00;1200,00;0,00;1;
2016-09-01 17:40:00;481,00;1200,00;1200,00;0,00;1;
2016-09-01 17:50:00;517,00;1200,00;1200,00;0,00;1;
2016-09-01 18:00:00;508,00;1200,00;1200,00;0,00;1;
2016-09-01 18:10:00;468,00;1200,00;1200,00;0,00;1;
2016-09-01 18:20:00;472,00;1200,00;1200,00;0,00;1;
2016-09-01 18:30:00;463,00;1200,00;1200,00;0,00;1;
2016-09-01 18:40:00;463,00;1200,00;1200,00;0,00;1;
2016-09-01 18:50:00;391,00;1200,00;1200,00;0,00;1;
2016-09-01 19:00:00;360,00;1000,00;1000,00;0,00;2;
2016-09-01 19:10:00;355,00;1000,00;1000,00;0,00;2;
2016-09-01 19:20:00;369,00;1000,00;1000,00;0,00;2;
2016-09-01 19:30:00;342,00;1000,00;1000,00;0,00;2;
2016-09-01 19:40:00;355,00;1000,00;1000,00;0,00;2;
2016-09-01 19:50:00;342,00;1000,00;1000,00;0,00;2;
2016-09-01 20:00:00;360,00;1000,00;1000,00;0,00;2;
2016-09-01 20:10:00;351,00;1000,00;1000,00;0,00;2;
2016-09-01 20:20:00;333,00;1000,00;1000,00;0,00;2;
2016-09-01 20:30:00;409,00;1200,00;1200,00;0,00;1;
2016-09-01 20:40:00;427,00;1200,00;1200,00;0,00;1;
2016-09-01 20:50:00;360,00;1200,00;1200,00;0,00;1;
2016-09-01 21:00:00;328,00;1200,00;1200,00;0,00;1;
2016-09-01 21:10:00;337,00;1200,00;1200,00;0,00;1;
2016-09-01 21:20:00;324,00;1200,00;1200,00;0,00;1;
2016-09-01 21:30:00;351,00;1200,00;1200,00;0,00;1;
2016-09-01 21:40:00;342,00;1200,00;1200,00;0,00;1;
2016-09-01 21:50:00;324,00;1200,00;1200,00;0,00;1;
2016-09-01 22:00:00;328,00;1200,00;1200,00;0,00;1;
2016-09-01 22:10:00;342,00;1200,00;1200,00;0,00;1;
2016-09-01 22:20:00;337,00;1200,00;1200,00;0,00;1;
2016-09-01 22:30:00;355,00;1600,00;1600,00;0,00;3;
2016-09-01 22:40:00;378,00;1600,00;1600,00;0,00;3;
2016-09-01 22:50:00;373,00;1600,00;1600,00;0,00;3;
2016-09-01 23:00:00;342,00;1600,00;1600,00;0,00;3;
2016-09-01 23:10:00;337,00;1600,00;1600,00;0,00;3;
2016-09-01 23:20:00;328,00;1600,00;1600,00;0,00;3;
2016-09-01 23:30:00;306,00;1600,00;1600,00;0,00;3;
2016-09-01 23:40:00;306,00;1600,00;1600,00;0,00;3;
2016-09-01 23:50:00;301,00;1600,00;1600,00;0,00;3;
2016-09-02 00:00:00;310,00;1600,00;1600,00;0,00;3;
2016-09-02 00:10:00;306,00;1600,00;1600,00;0,00;3;
2016-09-02 00:20:00;297,00;1600,00;1600,00;0,00;3;
2016-09-02 00:30:00;306,00;1600,00;1600,00;0,00;3;
2016-09-02 00:40:00;288,00;1600,00;1600,00;0,00;3;
2016-09-02 00:50:00;274,00;1600,00;1600,00;0,00;3;
2016-09-02 01:00:00;274,00;1600,00;1600,00;0,00;3;
2016-09-02 01:10:00;306,00;1600,00;1600,00;0,00;3;
2016-09-02 01:20:00;382,00;1600,00;1600,00;0,00;3;
2016-09-02 01:30:00;364,00;1600,00;1600,00;0,00;3;
2016-09-02 01:40:00;315,00;1600,00;1600,00;0,00;3;
2016-09-02 01:50:00;265,00;1600,00;1600,00;0,00;3;
2016-09-02 02:00:00;270,00;1600,00;1600,00;0,00;3;
2016-09-02 02:10:00;283,00;1600,00;1600,00;0,00;3;
2016-09-02 02:20:00;274,00;1600,00;1600,00;0,00;3;
2016-09-02 02:30:00;279,00;1600,00;1600,00;0,00;3;
2016-09-02 02:40:00;279,00;1600,00;1600,00;0,00;3;
2016-09-02 02:50:00;265,00;1600,00;1600,00;0,00;3;
2016-09-02 03:00:00;270,00;1600,00;1600,00;0,00;3;
2016-09-02 03:10:00;270,00;1600,00;1600,00;0,00;3;
2016-09-02 03:20:00;279,00;1600,00;1600,00;0,00;3;
2016-09-02 03:30:00;283,00;1600,00;1600,00;0,00;3;
2016-09-02 03:40:00;297,00;1600,00;1600,00;0,00;3;
2016-09-02 03:50:00;297,00;1600,00;1600,00;0,00;3;
2016-09-02 04:00:00;342,00;1600,00;1600,00;0,00;3;
2016-09-02 04:10:00;355,00;1600,00;1600,00;0,00;3;
2016-09-02 04:20:00;319,00;1600,00;1600,00;0,00;3;
2016-09-02 04:30:00;333,00;1600,00;1600,00;0,00;3;
2016-09-02 04:40:00;346,00;1600,00;1600,00;0,00;3;
2016-09-02 04:50:00;328,00;1600,00;1600,00;0,00;3;
2016-09-02 05:00:00;351,00;1600,00;1600,00;0,00;3;
2016-09-02 05:10:00;382,00;1600,00;1600,00;0,00;3;
2016-09-02 05:20:00;369,00;1600,00;1600,00;0,00;3;
2016-09-02 05:30:00;373,00;1600,00;1600,00;0,00;3;
2016-09-02 05:40:00;373,00;1600,00;1600,00;0,00;3;
2016-09-02 05:50:00;391,00;1600,00;1600,00;0,00;3;
2016-09-02 06:00:00;409,00;1600,00;1600,00;0,00;3;
2016-09-02 06:10:00;387,00;1600,00;1600,00;0,00;3;
2016-09-02 06:20:00;409,00;1600,00;1600,00;0,00;3;
2016-09-02 06:30:00;522,00;1200,00;1200,00;0,00;1;
2016-09-02 06:40:00;486,00;1200,00;1200,00;0,00;1;
2016-09-02 06:50:00;454,00;1200,00;1200,00;0,00;1;
2016-09-02 07:00:00;400,00;1200,00;1200,00;0,00;1;
2016-09-02 07:10:00;427,00;1200,00;1200,00;0,00;1;
2016-09-02 07:20:00;459,00;1200,00;1200,00;0,00;1;
2016-09-02 07:30:00;463,00;1200,00;1200,00;0,00;1;
2016-09-02 07:40:00;508,00;1200,00;1200,00;0,00;1;
2016-09-02 07:50:00;544,00;1200,00;1200,00;0,00;1;
2016-09-02 08:00:00;567,00;1200,00;1200,00;0,00;1;
2016-09-02 08:10:00;576,00;1200,00;1200,00;0,00;1;
2016-09-02 08:20:00;571,00;1200,00;1200,00;0,00;1;
2016-09-02 08:30:00;558,00;1200,00;1200,00;0,00;1;
2016-09-02 08:40:00;607,00;1200,00;1200,00;0,00;1;
2016-09-02 08:50:00;639,00;1200,00;1200,00;0,00;1;
2016-09-02 09:00:00;621,00;1000,00;1000,00;0,00;2;
2016-09-02 09:10:00;594,00;1000,00;1000,00;0,00;2;
2016-09-02 09:20:00;598,00;1000,00;1000,00;0,00;2;
2016-09-02 09:30:00;612,00;1000,00;1000,00;0,00;2;
2016-09-02 09:40:00;630,00;1000,00;1000,00;0,00;2;
2016-09-02 09:50:00;621,00;1000,00;1000,00;0,00;2;
2016-09-02 10:00:00;648,00;1000,00;1000,00;0,00;2;
2016-09-02 10:10:00;612,00;1000,00;1000,00;0,00;2;
2016-09-02 10:20:00;625,00;1000,00;1000,00;0,00;2;
2016-09-02 10:30:00;594,00;1000,00;1000,00;0,00;2;
2016-09-02 10:40:00;585,00;1000,00;1000,00;0,00;2;
2016-09-02 10:50:00;576,00;1000,00;1000,00;0,00;2;
2016-09-02 11:00:00;598,00;1000,00;1000,00;0,00;2;
2016-09-02 11:10:00;621,00;1000,00;1000,00;0,00;2;
2016-09-02 11:20:00;684,00;1000,00;1000,00;0,00;2;
2016-09-02 11:30:00;688,00;1000,00;1000,00;0,00;2;
2016-09-02 11:40:00;598,00;1000,00;1000,00;0,00;2;
2016-09-02 11:50:00;549,00;1000,00;1000,00;0,00;2;
2016-09-02 12:00:00;607,00;1000,00;1000,00;0,00;2;
2016-09-02 12:10:00;594,00;1000,00;1000,00;0,00;2;
2016-09-02 12:20:00;585,00;1000,00;1000,00;0,00;2;
2016-09-02 12:30:00;580,00;1200,00;1200,00;0,00;1;
2016-09-02 12:40:00;571,00;1200,00;1200,00;0,00;1;
2016-09-02 12:50:00;540,00;1200,00;1200,00;0,00;1;
2016-09-02 13:00:00;598,00;1200,00;1200,00;0,00;1;
2016-09-02 13:10:00;549,00;1200,00;1200,00;0,00;1;
2016-09-02 13:20:00;585,00;1200,00;1200,00;0,00;1;
2016-09-02 13:30:00;603,00;1200,00;1200,00;0,00;1;
2016-09-02 13:40:00;621,00;1200,00;1200,00;0,00;1;
2016-09-02 13:50:00;553,00;1200,00;1200,00;0,00;1;
2016-09-02 14:00:00;535,00;1200,00;1200,00;0,00;1;
2016-09-02 14:10:00;558,00;1200,00;1200,00;0,00;1;
2016-09-02 14:20:00;558,00;1200,00;1200,00;0,00;1;
2016-09-02 14:30:00;522,00;1200,00;1200,00;0,00;1;
2016-09-02 14:40:00;513,00;1200,00;1200,00;0,00;1;
2016-09-02 14:50:00;513,00;1200,00;1200,00;0,00;1;
2016-09-02 15:00:00;513,00;1200,00;1200,00;0,00;1;
2016-09-02 15:10:00;490,00;1200,00;1200,00;0,00;1;
2016-09-02 15:20:00;486,00;1200,00;1200,00;0,00;1;
2016-09-02 15:30:00;495,00;1200,00;1200,00;0,00;1;
2016-09-02 15:40:00;513,00;1200,00;1200,00;0,00;1;
2016-09-02 15:50:00;549,00;1200,00;1200,00;0,00;1;
2016-09-02 16:00:00;540,00;1200,00;1200,00;0,00;1;
2016-09-02 16:10:00;495,00;1200,00;1200,00;0,00;1;
2016-09-02 16:20:00;472,00;1200,00;1200,00;0,00;1;
2016-09-02 16:30:00;459,00;1200,00;1200,00;0,00;1;
2016-09-02 16:40:00;454,00;1200,00;1200,00;0,00;1;
2016-09-02 16:50:00;450,00;1200,00;1200,00;0,00;1;
2016-09-02 17:00:00;450,00;1200,00;1200,00;0,00;1;
2016-09-02 17:10:00;432,00;1200,00;1200,00;0,00;1;
2016-09-02 17:20:00;477,00;1200,00;1200,00;0,00;1;
2016-09-02 17:30:00;531,00;1200,00;1200,00;0,00;1;
2016-09-02 17:40:00;495,00;1200,00;1200,00;0,00;1;
2016-09-02 17:50:00;472,00;1200,00;1200,00;0,00;1;
2016-09-02 18:00:00;427,00;1200,00;1200,00;0,00;1;
2016-09-02 18:10:00;450,00;1200,00;1200,00;0,00;1;
2016-09-02 18:20:00;414,00;1200,00;1200,00;0,00;1;
2016-09-02 18:30:00;414,00;1200,00;1200,00;0,00;1;
2016-09-02 18:40:00;405,00;1200,00;1200,00;0,00;1;
2016-09-02 18:50:00;391,00;1200,00;1200,00;0,00;1;
2016-09-02 19:00:00;324,00;1000,00;1000,00;0,00;2;
2016-09-02 19:10:00;315,00;1000,00;1000,00;0,00;2;
2016-09-02 19:20:00;324,00;1000,00;1000,00;0,00;2;
2016-09-02 19:30:00;310,00;1000,00;1000,00;0,00;2;
2016-09-02 19:40:00;364,00;1000,00;1000,00;0,00;2;
2016-09-02 19:50:00;391,00;1000,00;1000,00;0,00;2;
2016-09-02 20:00:00;387,00;1000,00;1000,00;0,00;2;
2016-09-02 20:10:00;319,00;1000,00;1000,00;0,00;2;
2016-09-02 20:20:00;315,00;1000,00;1000,00;0,00;2;
2016-09-02 20:30:00;292,00;1200,00;1200,00;0,00;1;
2016-09-02 20:40:00;292,00;1200,00;1200,00;0,00;1;
2016-09-02 20:50:00;288,00;1200,00;1200,00;0,00;1;
2016-09-02 21:00:00;288,00;1200,00;1200,00;0,00;1;
2016-09-02 21:10:00;279,00;1200,00;1200,00;0,00;1;
2016-09-02 21:20:00;288,00;1200,00;1200,00;0,00;1;
2016-09-02 21:30:00;288,00;1200,00;1200,00;0,00;1;
2016-09-02 21:40:00;279,00;1200,00;1200,00;0,00;1;
2016-09-02 21:50:00;283,00;1200,00;1200,00;0,00;1;
2016-09-02 22:00:00;288,00;1200,00;1200,00;0,00;1;
2016-09-02 22:10:00;279,00;1200,00;1200,00;0,00;1;
2016-09-02 22:20:00;346,00;1200,00;1200,00;0,00;1;
2016-09-02 22:30:00;337,00;1600,00;1600,00;0,00;3;
2016-09-02 22:40:00;306,00;1600,00;1600,00;0,00;3;
2016-09-02 22:50:00;310,00;1600,00;1600,00;0,00;3;
2016-09-02 23:00:00;306,00;1600,00;1600,00;0,00;3;
2016-09-02 23:10:00;270,00;1600,00;1600,00;0,00;3;
2016-09-02 23:20:00;270,00;1600,00;1600,00;0,00;3;
2016-09-02 23:30:00;270,00;1600,00;1600,00;0,00;3;
2016-09-02 23:40:00;270,00;1600,00;1600,00;0,00;3;
2016-09-02 23:50:00;279,00;1600,00;1600,00;0,00;3;
2016-09-03 00:00:00;270,00;1600,00;1600,00;0,00;3;
2016-09-03 00:10:00;261,00;1600,00;1600,00;0,00;3;
2016-09-03 00:20:00;270,00;1600,00;1600,00;0,00;3;
2016-09-03 00:30:00;270,00;1600,00;1600,00;0,00;3;
2016-09-03 00:40:00;265,00;1600,00;1600,00;0,00;3;
2016-09-03 00:50:00;274,00;1600,00;1600,00;0,00;3;
2016-09-03 01:00:00;333,00;1600,00;1600,00;0,00;3;
2016-09-03 01:10:00;351,00;1600,00;1600,00;0,00;3;
2016-09-03 01:20:00;351,00;1600,00;1600,00;0,00;3;
2016-09-03 01:30:00;274,00;1600,00;1600,00;0,00;3;
2016-09-03 01:40:00;270,00;1600,00;1600,00;0,00;3;
2016-09-03 01:50:00;270,00;1600,00;1600,00;0,00;3;
2016-09-03 02:00:00;265,00;1600,00;1600,00;0,00;3;
2016-09-03 02:10:00;261,00;1600,00;1600,00;0,00;3;
2016-09-03 02:20:00;270,00;1600,00;1600,00;0,00;3;
2016-09-03 02:30:00;274,00;1600,00;1600,00;0,00;3;
2016-09-03 02:40:00;270,00;1600,00;1600,00;0,00;3;
2016-09-03 02:50:00;265,00;1600,00;1600,00;0,00;3;
2016-09-03 03:00:00;261,00;1600,00;1600,00;0,00;3;
2016-09-03 03:10:00;270,00;1600,00;1600,00;0,00;3;
2016-09-03 03:20:00;274,00;1600,00;1600,00;0,00;3;
2016-09-03 03:30:00;292,00;1600,00;1600,00;0,00;3;
2016-09-03 03:40:00;324,00;1600,00;1600,00;0,00;3;
2016-09-03 03:50:00;351,00;1600,00;1600,00;0,00;3;
2016-09-03 04:00:00;315,00;1600,00;1600,00;0,00;3;
2016-09-03 04:10:00;306,00;1600,00;1600,00;0,00;3;
2016-09-03 04:20:00;306,00;1600,00;1600,00;0,00;3;
2016-09-03 04:30:00;292,00;1600,00;1600,00;0,00;3;
2016-09-03 04:40:00;283,00;1600,00;1600,00;0,00;3;
2016-09-03 04:50:00;310,00;1600,00;1600,00;0,00;3;
2016-09-03 05:00:00;342,00;1600,00;1600,00;0,00;3;
2016-09-03 05:10:00;333,00;1600,00;1600,00;0,00;3;
2016-09-03 05:20:00;333,00;1600,00;1600,00;0,00;3;
2016-09-03 05:30:00;342,00;1600,00;1600,00;0,00;3;
2016-09-03 05:40:00;324,00;1600,00;1600,00;0,00;3;
2016-09-03 05:50:00;342,00;1600,00;1600,00;0,00;3;
2016-09-03 06:00:00;337,00;1600,00;1600,00;0,00;3;
2016-09-03 06:10:00;378,00;1600,00;1600,00;0,00;3;
2016-09-03 06:20:00;405,00;1600,00;1600,00;0,00;3;
2016-09-03 06:30:00;400,00;1200,00;1200,00;0,00;1;
2016-09-03 06:40:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 06:50:00;315,00;1200,00;1200,00;0,00;1;
2016-09-03 07:00:00;315,00;1200,00;1200,00;0,00;1;
2016-09-03 07:10:00;310,00;1200,00;1200,00;0,00;1;
2016-09-03 07:20:00;319,00;1200,00;1200,00;0,00;1;
2016-09-03 07:30:00;328,00;1200,00;1200,00;0,00;1;
2016-09-03 07:40:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 07:50:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 08:00:00;337,00;1200,00;1200,00;0,00;1;
2016-09-03 08:10:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 08:20:00;333,00;1200,00;1200,00;0,00;1;
2016-09-03 08:30:00;400,00;1200,00;1200,00;0,00;1;
2016-09-03 08:40:00;405,00;1200,00;1200,00;0,00;1;
2016-09-03 08:50:00;396,00;1200,00;1200,00;0,00;1;
2016-09-03 09:00:00;396,00;1200,00;1200,00;0,00;1;
2016-09-03 09:10:00;333,00;1200,00;1200,00;0,00;1;
2016-09-03 09:20:00;333,00;1200,00;1200,00;0,00;1;
2016-09-03 09:30:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 09:40:00;355,00;1200,00;1200,00;0,00;1;
2016-09-03 09:50:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 10:00:00;333,00;1200,00;1200,00;0,00;1;
2016-09-03 10:10:00;328,00;1200,00;1200,00;0,00;1;
2016-09-03 10:20:00;346,00;1200,00;1200,00;0,00;1;
2016-09-03 10:30:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 10:40:00;333,00;1200,00;1200,00;0,00;1;
2016-09-03 10:50:00;409,00;1200,00;1200,00;0,00;1;
2016-09-03 11:00:00;436,00;1200,00;1200,00;0,00;1;
2016-09-03 11:10:00;436,00;1200,00;1200,00;0,00;1;
2016-09-03 11:20:00;351,00;1200,00;1200,00;0,00;1;
2016-09-03 11:30:00;346,00;1200,00;1200,00;0,00;1;
2016-09-03 11:40:00;360,00;1200,00;1200,00;0,00;1;
2016-09-03 11:50:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 12:00:00;283,00;1200,00;1200,00;0,00;1;
2016-09-03 12:10:00;283,00;1200,00;1200,00;0,00;1;
2016-09-03 12:20:00;292,00;1200,00;1200,00;0,00;1;
2016-09-03 12:30:00;288,00;1200,00;1200,00;0,00;1;
2016-09-03 12:40:00;279,00;1200,00;1200,00;0,00;1;
2016-09-03 12:50:00;274,00;1200,00;1200,00;0,00;1;
2016-09-03 13:00:00;333,00;1200,00;1200,00;0,00;1;
2016-09-03 13:10:00;337,00;1200,00;1200,00;0,00;1;
2016-09-03 13:20:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 13:30:00;310,00;1200,00;1200,00;0,00;1;
2016-09-03 13:40:00;261,00;1200,00;1200,00;0,00;1;
2016-09-03 13:50:00;265,00;1200,00;1200,00;0,00;1;
2016-09-03 14:00:00;252,00;1200,00;1200,00;0,00;1;
2016-09-03 14:10:00;256,00;1200,00;1200,00;0,00;1;
2016-09-03 14:20:00;265,00;1200,00;1200,00;0,00;1;
2016-09-03 14:30:00;261,00;1200,00;1200,00;0,00;1;
2016-09-03 14:40:00;247,00;1200,00;1200,00;0,00;1;
2016-09-03 14:50:00;247,00;1200,00;1200,00;0,00;1;
2016-09-03 15:00:00;256,00;1200,00;1200,00;0,00;1;
2016-09-03 15:10:00;270,00;1200,00;1200,00;0,00;1;
2016-09-03 15:20:00;252,00;1200,00;1200,00;0,00;1;
2016-09-03 15:30:00;261,00;1200,00;1200,00;0,00;1;
2016-09-03 15:40:00;360,00;1200,00;1200,00;0,00;1;
2016-09-03 15:50:00;337,00;1200,00;1200,00;0,00;1;
2016-09-03 16:00:00;315,00;1200,00;1200,00;0,00;1;
2016-09-03 16:10:00;261,00;1200,00;1200,00;0,00;1;
2016-09-03 16:20:00;256,00;1200,00;1200,00;0,00;1;
2016-09-03 16:30:00;247,00;1200,00;1200,00;0,00;1;
2016-09-03 16:40:00;256,00;1200,00;1200,00;0,00;1;
2016-09-03 16:50:00;252,00;1200,00;1200,00;0,00;1;
2016-09-03 17:00:00;252,00;1200,00;1200,00;0,00;1;
2016-09-03 17:10:00;243,00;1200,00;1200,00;0,00;1;
2016-09-03 17:20:00;256,00;1200,00;1200,00;0,00;1;
2016-09-03 17:30:00;265,00;1200,00;1200,00;0,00;1;
2016-09-03 17:40:00;261,00;1200,00;1200,00;0,00;1;
2016-09-03 17:50:00;265,00;1200,00;1200,00;0,00;1;
2016-09-03 18:00:00;274,00;1200,00;1200,00;0,00;1;
2016-09-03 18:10:00;324,00;1200,00;1200,00;0,00;1;
2016-09-03 18:20:00;346,00;1200,00;1200,00;0,00;1;
2016-09-03 18:30:00;342,00;1200,00;1200,00;0,00;1;
2016-09-03 18:40:00;319,00;1200,00;1200,00;0,00;1;
2016-09-03 18:50:00;315,00;1200,00;1200,00;0,00;1;
2016-09-03 19:00:00;292,00;1200,00;1200,00;0,00;1;
2016-09-03 19:10:00;283,00;1200,00;1200,00;0,00;1;
2016-09-03 19:20:00;297,00;1200,00;1200,00;0,00;1;
2016-09-03 19:30:00;297,00;1200,00;1200,00;0,00;1;
2016-09-03 19:40:00;288,00;1200,00;1200,00;0,00;1;
2016-09-03 19:50:00;279,00;1200,00;1200,00;0,00;1;
2016-09-03 20:00:00;288,00;1200,00;1200,00;0,00;1;
2016-09-03 20:10:00;283,00;1200,00;1200,00;0,00;1;
